publisher,year,set,subset,type,id,side1,strokes,side1p,side2,side2b,side2p,lang
康軒,113學年,二年下,第十二課,,3,髮,15,,髮,頭髮,,
康軒,113學年,二年下,第十二課,,4,根,10,,根,樹根,,
康軒,113學年,二年下,第十二課,,5,牆,17,,牆,城牆,,
康軒,113學年,二年下,第十二課,,6,狂,7,,狂,狂風,,
康軒,113學年,二年下,第十二課,,7,呼,8,,呼,呼吸,,
康軒,113學年,二年下,第十二課,,8,差,10,,差,差異,,
康軒,113學年,二年下,第十二課,,9,尖,6,,尖,尖叫,,
康軒,113學年,二年下,第十二課,,10,睜,13,,睜,睜開,,
康軒,113學年,二年下,第十二課,,11,趕,14,,趕,趕緊,,
康軒,113學年,二年下,第十二課,,12,緊,14,,緊,緊張,,
康軒,113學年,二年下,第十二課,,13,餓,15,,餓,餓死,,
康軒,113學年,二年下,第十二課,,14,百,6,,百,一百,,
康軒,113學年,二年下,第十二課,,15,食,9,,食,食物,,
康軒,113學年,二年下,第十二課,,16,桶,11,,桶,木桶,,
康軒,113學年,二年下,第十二課,,17,倒,10,,倒,倒底,,
康軒,113學年,二年下,第十二課,,18,量,12,,量,分量,,
康軒,113學年,二年下,第十二課,,19,底,8,,底,底部,,
康軒,113學年,成語,上:第1課,成語,1,本末倒置,,,本末倒置,不知事情的輕重,,
康軒,113學年,成語,上:第1課,成語,2,自以為是,,,自以為是,比接受別人意見,,
康軒,113學年,成語,下:第1課,成語,1,五顏六色,,,五顏六色,各種顏色,,
康軒,113學年,成語,下:第2課,成語,1,分工合作,,,分工合作,大家合作,,
康軒,113學年,詞語,上:第1課,詞語,1,學年,,,學年,學年,,
康軒,113學年,詞語,上:第1課,詞語,2,希望,,,希望,希望,,
康軒,113學年,詞語,上:第1課,詞語,3,老師,,,老師,老師,,
康軒,113學年,詞語,下:第1課,詞語,1,顏色,,,顏色,顏色,,
康軒,113學年,詞語,下:第1課,詞語,2,池塘,,,池塘,池塘,,
康軒,113學年,詞語,下:第1課,詞語,3,蔚藍,,,蔚藍,蔚藍,,
康軒,113學年,詞語,下:第1課,詞語,4,湛藍,,,湛藍,湛藍,,
康軒,113學年,詞語,下:第1課,詞語,5,高興,,,高興,高興,,
康軒,113學年,詞語,下:第1課,詞語,6,田鼠,,,田鼠,田鼠,,
康軒,113學年,詞語,下:第1課,詞語,7,地洞,,,地洞,地洞,,
康軒,113學年,詞語,下:第1課,詞語,8,青翠,,,青翠,青翠,,
康軒,113學年,詞語,下:第1課,詞語,9,蜜蜂,,,蜜蜂,蜜蜂,,
康軒,113學年,詞語,下:第1課,詞語,10,蜂窩,,,蜂窩,蜂窩,,
康軒,113學年,詞語,下:第1課,詞語,11,粉紅,,,粉紅,粉紅,,
康軒,113學年,詞語,下:第1課,詞語,12,桃花,,,桃花,桃花,,
康軒,113學年,詞語,下:第1課,詞語,13,興奮,,,興奮,興奮,,
康軒,113學年,詞語,下:第1課,詞語,14,燕子,,,燕子,燕子,,
康軒,113學年,詞語,下:第1課,詞語,15,到處,,,到處,到處,,
康軒,113學年,詞語,下:第1課,詞語,16,景色,,,景色,景色,,
康軒,113學年,詞語,下:第1課,詞語,17,興趣,,,興趣,興趣,,
康軒,113學年,詞語,下:第1課,詞語,18,興建,,,興建,興建,,
康軒,113學年,詞語,下:第2課,詞語,1,驚喜,,,驚喜,驚喜,,
康軒,113學年,詞語,下:第2課,詞語,2,所以,,,所以,所以,,
康軒,113學年,詞語,下:第2課,詞語,3,房間,,,房間,房間,,
康軒,113學年,詞語,下:第2課,詞語,4,討論,,,討論,討論,,
康軒,113學年,詞語,下:第2課,詞語,5,裙子,,,裙子,裙子,,
康軒,113學年,詞語,下:第2課,詞語,6,而且,,,而且,而且,,
康軒,113學年,詞語,下:第2課,詞語,7,紫色,,,紫色,紫色,,
康軒,113學年,詞語,下:第2課,詞語,8,時候,,,時候,時候,,
康軒,113學年,詞語,下:第2課,詞語,9,慶生,,,慶生,慶生,,
